Time (ms),Temperature (deg C),Pressure (hpa),Humidity (%),Altitude (m),ax (m/s²),ay (m/s²),az (m/s²),gx (rad/s),gy (rad/s),gz (rad/s)
60006,23.12,1019.44,37.76,-51.41,2.96,-0.44,-10.88,-0.09,-0.06,-0.03
60024,23.12,1019.44,37.76,-51.41,2.97,-0.43,-10.88,-0.09,-0.06,-0.03
60042,23.12,1019.44,37.76,-51.41,2.95,-0.40,-10.89,-0.09,-0.06,-0.03
60060,23.12,1019.44,37.76,-51.41,2.95,-0.42,-10.90,-0.09,-0.06,-0.02
60081,23.12,1019.44,37.76,-51.25,3.01,-0.42,-10.86,-0.07,-0.07,-0.03
60099,23.12,1019.42,37.68,-51.25,2.92,-0.50,-10.91,-0.12,-0.06,-0.01
60116,23.12,1019.42,37.68,-51.25,3.00,-0.33,-10.89,-0.07,-0.06,-0.05
60135,23.12,1019.42,37.68,-51.25,2.96,-0.49,-10.89,-0.11,-0.06,-0.00
60153,23.12,1019.42,37.68,-51.25,2.98,-0.45,-10.89,-0.08,-0.06,-0.03
60171,23.12,1019.42,37.68,-51.25,2.91,-0.36,-10.88,-0.10,-0.06,-0.01
60189,23.11,1019.42,37.72,-51.21,2.98,-0.48,-10.88,-0.09,-0.06,-0.03
60210,23.11,1019.42,37.72,-51.21,2.97,-0.37,-10.91,-0.09,-0.06,-0.03
60228,23.11,1019.42,37.72,-51.21,2.94,-0.38,-10.92,-0.09,-0.06,-0.01
60246,23.11,1019.42,37.72,-51.21,2.98,-0.41,-10.89,-0.08,-0.06,-0.01
60264,23.11,1019.42,37.72,-51.21,2.93,-0.47,-10.83,-0.08,-0.07,-0.03
60282,23.11,1019.41,37.73,-51.20,2.94,-0.41,-10.91,-0.12,-0.06,-0.01
60301,23.11,1019.41,37.73,-51.20,3.02,-0.40,-10.92,-0.07,-0.06,-0.05
60318,23.11,1019.41,37.73,-51.20,2.92,-0.44,-10.86,-0.10,-0.06,-0.01
60337,23.11,1019.41,37.73,-51.20,2.97,-0.44,-10.88,-0.09,-0.06,-0.03
60364,23.11,1019.41,37.73,-51.20,2.96,-0.48,-10.90,-0.08,-0.06,-0.03
60383,23.11,1019.40,37.76,-51.09,2.96,-0.40,-10.89,-0.10,-0.06,-0.02
60401,23.11,1019.40,37.76,-51.09,2.94,-0.40,-10.88,-0.09,-0.06,-0.02
60419,23.11,1019.40,37.76,-51.09,2.99,-0.42,-10.89,-0.08,-0.06,-0.03
60437,23.11,1019.40,37.76,-51.09,2.94,-0.46,-10.86,-0.10,-0.06,-0.02
60455,23.11,1019.40,37.76,-51.09,2.97,-0.40,-10.88,-0.09,-0.06,-0.03
60474,23.11,1019.41,37.74,-51.17,3.00,-0.39,-10.87,-0.09,-0.06,-0.02
60493,23.11,1019.41,37.74,-51.17,2.94,-0.47,-10.87,-0.09,-0.06,-0.03
60512,23.11,1019.41,37.74,-51.17,2.94,-0.40,-10.90,-0.10,-0.06,-0.03
60530,23.11,1019.41,37.74,-51.17,2.97,-0.38,-10.86,-0.09,-0.06,-0.02
60549,23.11,1019.41,37.74,-51.17,2.95,-0.47,-10.88,-0.09,-0.06,-0.02
60566,23.11,1019.41,37.75,-51.09,2.94,-0.41,-10.89,-0.10,-0.06,-0.02
60584,23.12,1019.40,37.75,-51.09,2.97,-0.41,-10.92,-0.09,-0.06,-0.03
60603,23.12,1019.40,37.75,-51.09,2.98,-0.45,-10.89,-0.09,-0.06,-0.02
60623,23.12,1019.40,37.75,-51.09,2.97,-0.40,-10.88,-0.10,-0.06,-0.02
60641,23.12,1019.40,37.75,-51.09,2.94,-0.38,-10.89,-0.09,-0.06,-0.02
60659,23.12,1019.40,37.75,-51.09,2.94,-0.44,-10.85,-0.08,-0.06,-0.02
60678,23.12,1019.42,37.74,-51.23,2.94,-0.44,-10.89,-0.09,-0.06,-0.02
60695,23.12,1019.42,37.74,-51.23,2.95,-0.39,-10.87,-0.09,-0.06,-0.02
60713,23.12,1019.42,37.74,-51.23,2.97,-0.41,-10.88,-0.09,-0.06,-0.02
60732,23.12,1019.42,37.74,-51.23,2.98,-0.45,-10.88,-0.09,-0.06,-0.02
60750,23.12,1019.42,37.74,-51.23,2.97,-0.45,-10.88,-0.09,-0.06,-0.02
60770,23.12,1019.43,37.68,-51.32,2.96,-0.41,-10.89,-0.09,-0.06,-0.02
60788,23.12,1019.43,37.68,-51.32,2.95,-0.43,-10.89,-0.09,-0.06,-0.02
60807,23.12,1019.43,37.68,-51.32,2.98,-0.43,-10.90,-0.09,-0.06,-0.02
60825,23.12,1019.43,37.68,-51.32,2.94,-0.44,-10.90,-0.09,-0.06,-0.02
60843,23.12,1019.43,37.68,-51.32,2.93,-0.41,-10.88,-0.09,-0.06,-0.02
60861,23.12,1019.42,37.63,-51.22,2.96,-0.44,-10.90,-0.09,-0.06,-0.03
60879,23.12,1019.42,37.63,-51.22,2.97,-0.41,-10.90,-0.09,-0.06,-0.02
60900,23.12,1019.42,37.63,-51.22,2.97,-0.41,-10.90,-0.09,-0.06,-0.03
60917,23.12,1019.42,37.63,-51.22,2.93,-0.47,-10.92,-0.10,-0.06,-0.03
60936,23.12,1019.42,37.63,-51.22,2.98,-0.39,-10.90,-0.09,-0.06,-0.03
60954,23.12,1019.42,37.63,-51.27,2.96,-0.44,-10.87,-0.09,-0.06,-0.03
60972,23.12,1019.42,37.75,-51.27,2.95,-0.43,-10.90,-0.10,-0.06,-0.03
60990,23.12,1019.42,37.75,-51.27,2.96,-0.45,-10.89,-0.09,-0.06,-0.03
61008,23.12,1019.42,37.75,-51.27,2.95,-0.43,-10.90,-0.09,-0.06,-0.02
61029,23.12,1019.42,37.75,-51.27,2.99,-0.43,-10.89,-0.08,-0.06,-0.02
61046,23.12,1019.42,37.75,-51.27,2.94,-0.41,-10.90,-0.08,-0.06,-0.01
61065,23.12,1019.42,37.70,-51.22,2.98,-0.45,-10.89,-0.09,-0.06,-0.03
61083,23.12,1019.42,37.70,-51.22,2.94,-0.44,-10.89,-0.10,-0.06,-0.03
61102,23.12,1019.42,37.70,-51.22,2.98,-0.38,-10.90,-0.10,-0.06,-0.03
61119,23.12,1019.42,37.70,-51.22,2.96,-0.37,-10.89,-0.08,-0.07,-0.02
61137,23.12,1019.42,37.70,-51.22,2.94,-0.42,-10.91,-0.08,-0.06,-0.01
61156,23.12,1019.40,37.79,-51.09,3.01,-0.45,-10.91,-0.07,-0.06,-0.01
61176,23.12,1019.40,37.79,-51.09,2.94,-0.39,-10.88,-0.08,-0.06,0.00
61194,23.12,1019.40,37.79,-51.09,2.97,-0.55,-10.87,-0.09,-0.06,-0.04
61212,23.12,1019.40,37.79,-51.09,2.93,-0.34,-10.89,-0.11,-0.06,-0.02
61231,23.12,1019.40,37.79,-51.09,3.03,-0.40,-10.91,-0.07,-0.06,-0.02
61248,23.12,1019.40,37.77,-51.08,2.92,-0.52,-10.87,-0.08,-0.07,-0.01
61266,23.12,1019.40,37.77,-51.08,2.94,-0.48,-10.87,-0.09,-0.06,-0.03
61285,23.12,1019.40,37.77,-51.08,3.00,-0.35,-10.88,-0.11,-0.06,-0.01
61305,23.12,1019.40,37.77,-51.08,2.95,-0.51,-10.91,-0.07,-0.06,-0.03
61323,23.12,1019.40,37.77,-51.08,2.99,-0.45,-10.90,-0.09,-0.06,-0.01
61341,23.12,1019.40,37.77,-51.11,2.95,-0.51,-10.87,-0.10,-0.06,-0.02
61360,23.12,1019.40,37.68,-51.11,2.92,-0.27,-10.90,-0.10,-0.06,-0.03
61378,23.12,1019.40,37.68,-51.11,3.02,-0.54,-10.90,-0.08,-0.06,-0.03
61395,23.12,1019.40,37.68,-51.11,2.92,-0.40,-10.91,-0.09,-0.06,-0.02
61414,23.12,1019.40,37.68,-51.11,2.97,-0.51,-10.91,-0.09,-0.06,-0.02
61442,23.12,1019.40,37.66,-50.99,2.99,-0.40,-10.92,-0.09,-0.06,-0.03
61460,23.12,1019.39,37.66,-50.99,2.97,-0.45,-10.90,-0.09,-0.07,-0.02
61477,23.12,1019.39,37.66,-50.99,2.93,-0.49,-10.92,-0.08,-0.06,-0.02
61496,23.12,1019.39,37.66,-50.99,2.95,-0.43,-10.89,-0.10,-0.06,-0.03
61514,23.12,1019.39,37.66,-50.99,2.98,-0.45,-10.89,-0.08,-0.07,-0.05
61533,23.12,1019.39,37.66,-50.99,2.97,-0.43,-10.87,-0.10,-0.06,-0.03
61550,23.12,1019.39,37.69,-50.98,2.98,-0.40,-10.91,-0.09,-0.06,-0.03
61569,23.12,1019.39,37.69,-50.98,2.93,-0.52,-10.89,-0.09,-0.07,-0.03
61589,23.12,1019.39,37.69,-50.98,2.92,-0.45,-10.89,-0.12,-0.06,-0.03
61607,23.12,1019.39,37.69,-50.98,2.98,-0.33,-10.93,-0.09,-0.05,-0.02
61625,23.12,1019.39,37.69,-50.98,2.99,-0.43,-10.92,-0.09,-0.06,-0.02
61643,23.12,1019.40,37.69,-51.05,2.91,-0.53,-10.87,-0.09,-0.07,-0.04
61662,23.12,1019.40,37.69,-51.05,2.90,-0.40,-10.89,-0.12,-0.06,-0.03
61680,23.12,1019.40,37.69,-51.05,3.00,-0.33,-10.90,-0.10,-0.05,-0.03
61698,23.12,1019.40,37.69,-51.05,3.03,-0.43,-10.89,-0.07,-0.07,-0.03
61718,23.12,1019.40,37.69,-51.05,2.88,-0.47,-10.87,-0.10,-0.07,-0.02
61736,23.12,1019.42,37.69,-51.21,2.94,-0.40,-10.91,-0.09,-0.05,-0.03
61755,23.12,1019.42,37.69,-51.21,3.00,-0.35,-10.90,-0.08,-0.06,-0.01
61772,23.12,1019.42,37.69,-51.21,2.98,-0.56,-10.87,-0.08,-0.07,-0.03
61791,23.12,1019.42,37.69,-51.21,2.87,-0.33,-10.87,-0.11,-0.06,-0.01
61809,23.12,1019.42,37.69,-51.21,2.97,-0.48,-10.89,-0.07,-0.06,-0.04
61827,23.12,1019.42,37.69,-51.18,2.96,-0.47,-10.89,-0.10,-0.06,-0.02
61847,23.11,1019.41,37.65,-51.18,2.99,-0.33,-10.87,-0.10,-0.06,-0.02
61865,23.11,1019.41,37.65,-51.18,2.95,-0.44,-10.87,-0.07,-0.07,-0.02
61884,23.11,1019.41,37.65,-51.18,2.89,-0.53,-10.90,-0.09,-0.06,-0.04
61901,23.11,1019.41,37.65,-51.18,2.99,-0.38,-10.88,-0.12,-0.06,-0.02
61920,23.11,1019.41,37.65,-51.18,3.04,-0.36,-10.90,-0.09,-0.06,-0.03
61938,23.12,1019.45,37.77,-51.46,2.92,-0.44,-10.89,-0.09,-0.07,-0.02
61957,23.12,1019.45,37.77,-51.46,2.97,-0.29,-10.92,-0.08,-0.05,0.01
61974,23.12,1019.45,37.77,-51.46,3.08,-0.56,-10.94,-0.05,-0.07,-0.04
61995,23.12,1019.45,37.77,-51.46,2.77,-0.53,-10.80,-0.13,-0.09,-0.01
62013,23.12,1019.45,37.77,-51.46,2.97,-0.26,-10.81,-0.10,-0.03,-0.02
62031,23.12,1019.41,37.74,-51.15,3.08,-0.43,-10.95,-0.07,-0.06,-0.04
62049,23.12,1019.41,37.74,-51.15,2.89,-0.52,-10.90,-0.08,-0.10,-0.02
62067,23.12,1019.41,37.74,-51.15,2.89,-0.39,-10.85,-0.09,-0.06,-0.01
62086,23.12,1019.41,37.74,-51.15,3.06,-0.42,-10.92,-0.08,-0.05,-0.01
62104,23.12,1019.41,37.74,-51.15,2.89,-0.47,-10.89,-0.08,-0.07,-0.01
62124,23.12,1019.40,37.83,-51.10,2.99,-0.43,-10.88,-0.08,-0.06,-0.03
62142,23.12,1019.40,37.83,-51.10,2.90,-0.53,-10.87,-0.10,-0.07,-0.04
62160,23.12,1019.40,37.83,-51.10,2.96,-0.40,-10.89,-0.11,-0.05,-0.04
62179,23.12,1019.40,37.83,-51.10,2.97,-0.32,-10.91,-0.10,-0.05,-0.02
62196,23.12,1019.40,37.83,-51.10,3.01,-0.46,-10.90,-0.07,-0.07,-0.02
62215,23.12,1019.40,37.83,-51.17,2.91,-0.48,-10.87,-0.10,-0.07,-0.02
62233,23.12,1019.41,37.74,-51.17,2.94,-0.41,-10.87,-0.10,-0.06,-0.04
62253,23.12,1019.41,37.74,-51.17,2.99,-0.42,-10.90,-0.10,-0.06,-0.03
62271,23.12,1019.41,37.74,-51.17,3.00,-0.40,-10.88,-0.08,-0.06,-0.02
62289,23.12,1019.41,37.74,-51.17,2.95,-0.35,-10.86,-0.08,-0.06,0.00
62308,23.12,1019.41,37.74,-51.17,2.98,-0.53,-10.92,-0.07,-0.06,-0.01
62325,23.12,1019.43,37.76,-51.31,2.93,-0.41,-10.86,-0.08,-0.07,-0.03
62344,23.12,1019.43,37.76,-51.31,2.93,-0.53,-10.87,-0.12,-0.06,-0.02
62362,23.12,1019.43,37.76,-51.31,3.04,-0.22,-10.92,-0.07,-0.05,0.00
62383,23.12,1019.43,37.76,-51.31,2.99,-0.66,-10.97,-0.06,-0.09,-0.05
62400,23.12,1019.43,37.76,-51.31,2.77,-0.47,-10.85,-0.13,-0.07,0.00
62418,23.12,1019.41,37.86,-51.13,3.05,-0.24,-10.88,-0.09,-0.02,-0.01
62437,23.12,1019.41,37.86,-51.13,3.07,-0.51,-10.96,-0.05,-0.08,-0.03
62454,23.12,1019.41,37.86,-51.13,2.82,-0.51,-10.80,-0.09,-0.09,-0.01
62473,23.12,1019.41,37.86,-51.13,2.96,-0.45,-10.81,-0.10,-0.04,-0.03
62491,23.12,1019.41,37.86,-51.13,3.00,-0.38,-10.92,-0.10,-0.05,-0.02
62510,23.12,1019.41,37.98,-51.08,2.98,-0.45,-10.90,-0.08,-0.07,-0.02
62537,23.12,1019.40,37.98,-51.08,2.96,-0.51,-10.86,-0.09,-0.06,-0.03
62555,23.12,1019.40,37.98,-51.08,2.94,-0.49,-10.91,-0.12,-0.06,-0.03
62573,23.12,1019.40,37.98,-51.08,2.99,-0.30,-10.89,-0.09,-0.06,-0.03
62592,23.12,1019.40,37.98,-51.08,3.00,-0.48,-10.90,-0.09,-0.07,-0.02
62610,23.12,1019.42,38.02,-51.22,2.88,-0.47,-10.86,-0.09,-0.06,-0.03
62627,23.12,1019.42,38.02,-51.22,2.97,-0.43,-10.92,-0.10,-0.06,-0.03
62646,23.12,1019.42,38.02,-51.22,2.98,-0.46,-10.89,-0.10,-0.06,-0.03
62666,23.12,1019.42,38.02,-51.22,2.99,-0.35,-10.88,-0.08,-0.06,-0.02
62685,23.12,1019.42,38.02,-51.22,2.93,-0.59,-10.91,-0.09,-0.07,-0.03
62702,23.12,1019.42,38.02,-51.34,2.90,-0.38,-10.87,-0.11,-0.05,-0.02
62721,23.12,1019.43,38.02,-51.34,3.01,-0.37,-10.94,-0.08,-0.06,-0.02
62739,23.12,1019.43,38.02,-51.34,2.98,-0.47,-10.88,-0.08,-0.07,-0.02
62756,23.12,1019.43,38.02,-51.34,2.88,-0.42,-10.88,-0.10,-0.06,-0.02
62775,23.12,1019.43,38.02,-51.34,3.00,-0.42,-10.91,-0.09,-0.06,-0.02
62795,23.12,1019.43,38.02,-51.34,2.93,-0.45,-10.87,-0.09,-0.06,-0.03
62814,23.12,1019.41,38.05,-51.17,2.97,-0.38,-10.88,-0.09,-0.06,-0.01
62831,23.12,1019.41,38.05,-51.17,2.96,-0.46,-10.86,-0.08,-0.06,-0.02
62850,23.12,1019.41,38.05,-51.17,2.95,-0.49,-10.88,-0.10,-0.06,-0.03
62868,23.12,1019.41,38.05,-51.17,2.99,-0.35,-10.90,-0.09,-0.06,-0.02
62886,23.12,1019.41,38.05,-51.17,2.98,-0.49,-10.88,-0.07,-0.07,-0.03
62904,23.12,1019.43,38.04,-51.34,2.87,-0.48,-10.85,-0.11,-0.06,-0.03
62922,23.12,1019.43,38.04,-51.34,3.03,-0.39,-10.94,-0.08,-0.05,-0.03
62943,23.12,1019.43,38.04,-51.34,2.95,-0.44,-10.91,-0.09,-0.07,-0.01
62961,23.12,1019.43,38.04,-51.34,2.89,-0.42,-10.88,-0.09,-0.06,-0.03
62979,23.12,1019.43,38.04,-51.34,3.00,-0.49,-10.91,-0.10,-0.06,-0.04
62997,23.12,1019.40,38.17,-51.08,2.96,-0.40,-10.91,-0.10,-0.06,-0.02
63015,23.12,1019.40,38.17,-51.08,2.96,-0.47,-10.86,-0.09,-0.06,-0.03
63033,23.12,1019.40,38.17,-51.08,2.95,-0.40,-10.89,-0.10,-0.06,-0.02
63051,23.12,1019.40,38.17,-51.08,2.98,-0.45,-10.89,-0.08,-0.06,-0.03
63072,23.12,1019.40,38.17,-51.08,2.95,-0.53,-10.87,-0.09,-0.07,-0.03
63090,23.12,1019.40,38.21,-51.10,2.93,-0.32,-10.87,-0.11,-0.05,0.00
63108,23.12,1019.40,38.21,-51.10,3.01,-0.40,-10.95,-0.06,-0.07,-0.05
63126,23.12,1019.40,38.21,-51.10,2.88,-0.56,-10.87,-0.11,-0.07,-0.02
63144,23.12,1019.40,38.21,-51.10,2.98,-0.36,-10.88,-0.09,-0.05,-0.02
63163,23.12,1019.40,38.21,-51.10,3.01,-0.39,-10.92,-0.08,-0.07,-0.01
63180,23.12,1019.40,38.21,-51.10,2.89,-0.51,-10.81,-0.08,-0.07,-0.03
63201,23.12,1019.43,38.25,-51.31,3.01,-0.43,-10.90,-0.10,-0.06,-0.02
63219,23.12,1019.43,38.25,-51.31,2.96,-0.37,-10.88,-0.08,-0.06,-0.02
63238,23.12,1019.43,38.25,-51.31,2.94,-0.54,-10.88,-0.09,-0.07,-0.03
63255,23.12,1019.43,38.25,-51.31,2.95,-0.45,-10.90,-0.11,-0.06,-0.02
63273,23.12,1019.43,38.25,-51.31,3.02,-0.43,-10.89,-0.09,-0.06,-0.03
63292,23.12,1019.41,38.48,-51.14,2.91,-0.46,-10.88,-0.09,-0.06,-0.03
63309,23.12,1019.41,38.48,-51.14,2.99,-0.40,-10.88,-0.10,-0.06,-0.03
63328,23.12,1019.41,38.48,-51.14,2.96,-0.45,-10.91,-0.09,-0.07,-0.02
63348,23.12,1019.41,38.48,-51.14,2.94,-0.43,-10.89,-0.10,-0.06,-0.02
63367,23.12,1019.41,38.48,-51.14,2.97,-0.43,-10.89,-0.09,-0.07,-0.02
63385,23.12,1019.43,38.64,-51.30,2.94,-0.40,-10.91,-0.09,-0.06,-0.01
63403,23.13,1019.43,38.64,-51.30,2.98,-0.50,-10.91,-0.08,-0.06,-0.03
63421,23.13,1019.43,38.64,-51.30,2.95,-0.48,-10.89,-0.11,-0.07,-0.03
63439,23.13,1019.43,38.64,-51.30,2.94,-0.31,-10.89,-0.10,-0.05,-0.02
63457,23.13,1019.43,38.64,-51.30,3.02,-0.53,-10.90,-0.07,-0.07,-0.04
63477,23.13,1019.43,39.00,-51.31,2.87,-0.43,-10.86,-0.11,-0.06,-0.02
63496,23.12,1019.43,39.00,-51.31,2.99,-0.35,-10.91,-0.09,-0.05,-0.02
63514,23.12,1019.43,39.00,-51.31,2.97,-0.43,-10.90,-0.07,-0.07,-0.02
63532,23.12,1019.43,39.00,-51.31,2.94,-0.52,-10.89,-0.09,-0.06,-0.03
63550,23.12,1019.43,39.00,-51.31,2.99,-0.41,-10.90,-0.10,-0.06,-0.01
63568,23.12,1019.43,39.00,-51.31,2.92,-0.39,-10.91,-0.08,-0.06,-0.02
63587,23.12,1019.43,39.14,-51.31,2.94,-0.49,-10.87,-0.08,-0.06,-0.03
63614,23.12,1019.43,39.14,-51.31,2.99,-0.43,-10.90,-0.09,-0.06,-0.02
63632,23.12,1019.43,39.14,-51.31,2.93,-0.42,-10.90,-0.09,-0.06,-0.02
63650,23.12,1019.43,39.14,-51.31,2.94,-0.43,-10.85,-0.09,-0.06,-0.02
63669,23.12,1019.43,39.14,-51.31,3.00,-0.51,-10.89,-0.08,-0.06,-0.02
63687,23.12,1019.43,39.30,-51.30,2.91,-0.39,-10.88,-0.10,-0.06,-0.02
63705,23.12,1019.43,39.30,-51.30,3.00,-0.48,-10.88,-0.09,-0.06,-0.03
63723,23.12,1019.43,39.30,-51.30,2.92,-0.40,-10.88,-0.09,-0.06,-0.02
63741,23.12,1019.43,39.30,-51.30,2.98,-0.43,-10.92,-0.09,-0.06,-0.03
63762,23.12,1019.43,39.30,-51.30,2.93,-0.48,-10.88,-0.09,-0.06,-0.03
63780,23.13,1019.44,39.46,-51.37,2.96,-0.42,-10.86,-0.10,-0.06,-0.03
63798,23.13,1019.44,39.46,-51.37,2.98,-0.40,-10.91,-0.09,-0.06,-0.02
63816,23.13,1019.44,39.46,-51.37,2.95,-0.45,-10.87,-0.09,-0.06,-0.02
63835,23.13,1019.44,39.46,-51.37,2.95,-0.46,-10.87,-0.09,-0.06,-0.03
63853,23.13,1019.44,39.46,-51.37,2.94,-0.42,-10.89,-0.10,-0.06,-0.02
63870,23.13,1019.43,39.72,-51.29,3.00,-0.44,-10.91,-0.09,-0.06,-0.03
63891,23.13,1019.43,39.72,-51.29,2.94,-0.46,-10.89,-0.09,-0.06,-0.02
63909,23.13,1019.43,39.72,-51.29,2.98,-0.45,-10.88,-0.09,-0.06,-0.02
63928,23.13,1019.43,39.72,-51.29,2.96,-0.46,-10.88,-0.09,-0.06,-0.02
63945,23.13,1019.43,39.72,-51.29,2.95,-0.45,-10.87,-0.10,-0.06,-0.02
63964,23.13,1019.43,39.87,-51.27,2.98,-0.43,-10.89,-0.09,-0.06,-0.02
63982,23.13,1019.42,39.87,-51.27,2.94,-0.42,-10.87,-0.09,-0.06,-0.02
64000,23.13,1019.42,39.87,-51.27,2.95,-0.46,-10.89,-0.09,-0.06,-0.03
64020,23.13,1019.42,39.87,-51.27,2.97,-0.45,-10.89,-0.09,-0.06,-0.03
64038,23.13,1019.42,39.87,-51.27,2.97,-0.44,-10.89,-0.09,-0.06,-0.02
64057,23.13,1019.42,39.87,-51.27,2.94,-0.50,-10.86,-0.09,-0.06,-0.04
64074,23.13,1019.45,40.12,-51.48,2.94,-0.40,-10.89,-0.12,-0.06,-0.03
64093,23.13,1019.45,40.12,-51.48,3.01,-0.42,-10.90,-0.09,-0.05,-0.05
64111,23.13,1019.45,40.12,-51.48,2.95,-0.43,-10.91,-0.10,-0.07,-0.01
64130,23.13,1019.45,40.12,-51.48,2.94,-0.41,-10.85,-0.10,-0.06,-0.03
64147,23.13,1019.45,40.12,-51.48,2.94,-0.43,-10.89,-0.09,-0.06,-0.03
64167,23.13,1019.43,40.21,-51.36,3.01,-0.40,-10.87,-0.10,-0.06,-0.02
64186,23.13,1019.43,40.21,-51.36,2.94,-0.46,-10.89,-0.08,-0.07,-0.02
64204,23.13,1019.43,40.21,-51.36,2.93,-0.39,-10.89,-0.10,-0.06,-0.02
64222,23.13,1019.43,40.21,-51.36,2.96,-0.46,-10.87,-0.08,-0.06,-0.02
64240,23.13,1019.43,40.21,-51.36,2.92,-0.47,-10.87,-0.09,-0.06,-0.02
64259,23.13,1019.44,40.40,-51.39,2.98,-0.38,-10.89,-0.09,-0.06,-0.02
64276,23.13,1019.44,40.40,-51.39,2.98,-0.45,-10.88,-0.08,-0.06,-0.03
64296,23.13,1019.44,40.40,-51.39,2.91,-0.45,-10.88,-0.10,-0.06,-0.02
64315,23.13,1019.44,40.40,-51.39,3.01,-0.40,-10.89,-0.09,-0.06,-0.02
64333,23.13,1019.44,40.40,-51.39,2.92,-0.44,-10.88,-0.08,-0.07,-0.02
64351,23.13,1019.44,40.40,-51.43,2.97,-0.46,-10.90,-0.10,-0.06,-0.03
64369,23.13,1019.44,40.41,-51.43,2.96,-0.39,-10.88,-0.09,-0.06,-0.02
64388,23.13,1019.44,40.41,-51.43,2.94,-0.46,-10.88,-0.08,-0.06,-0.02
64406,23.13,1019.44,40.41,-51.43,2.93,-0.47,-10.85,-0.10,-0.06,-0.02
64425,23.13,1019.44,40.41,-51.43,3.00,-0.38,-10.89,-0.09,-0.06,-0.02
64444,23.13,1019.44,40.41,-51.43,2.97,-0.45,-10.86,-0.09,-0.06,-0.02
64462,23.13,1019.43,40.67,-51.30,2.94,-0.46,-10.88,-0.09,-0.06,-0.03
64481,23.13,1019.43,40.67,-51.30,2.95,-0.42,-10.89,-0.10,-0.06,-0.03
64498,23.13,1019.43,40.67,-51.30,2.97,-0.40,-10.89,-0.09,-0.06,-0.03
64517,23.13,1019.43,40.67,-51.30,2.94,-0.40,-10.89,-0.09,-0.06,-0.03
64535,23.13,1019.43,40.67,-51.30,2.93,-0.43,-10.90,-0.09,-0.06,-0.02
64552,23.12,1019.43,40.78,-51.34,2.98,-0.43,-10.92,-0.09,-0.06,-0.02
64573,23.12,1019.43,40.78,-51.34,2.95,-0.46,-10.89,-0.09,-0.06,-0.02
64591,23.12,1019.43,40.78,-51.34,2.95,-0.41,-10.91,-0.10,-0.06,-0.02
64610,23.12,1019.43,40.78,-51.34,2.98,-0.40,-10.89,-0.09,-0.06,-0.02
64627,23.12,1019.43,40.78,-51.34,2.94,-0.45,-10.89,-0.08,-0.06,-0.02
64646,23.12,1019.45,40.87,-51.52,2.95,-0.44,-10.88,-0.10,-0.06,-0.02
64664,23.12,1019.45,40.87,-51.52,2.96,-0.40,-10.87,-0.09,-0.06,-0.02
